element_name,element_type,kw_loss,kvar_loss
Line.line_edge-000340,Line,0.013801137121777319,0.0024403669545617532
Line.line_edge-000341,Line,0.07821643472490446,0.013845609869753427
Line.line_edge-000342,Line,0.00024931185842965207,-0.008560357882312204
Line.line_edge-000343,Line,0.0014134836291935416,-0.048506100051956484
Line.line_edge-000344,Line,2.5050119625120714e-06,-0.002540299578247982
Line.line_edge-000345,Line,1.4228714267574105e-05,-0.014394835041129227
Line.line_edge-000346,Line,0.0007194585273962914,-0.004658325527265071
Line.line_edge-000347,Line,0.004078987454153019,-0.026392850793709514
Line.line_edge-000348,Line,0.0005950892731834756,-0.002514112081508756
Line.line_edge-000349,Line,0.0033735273904494534,-0.014241884579198996
Line.line_edge-000350,Line,2.9609552715588627e-05,-0.0055649544772038125
Line.line_edge-000351,Line,0.00016804778519143444,-0.031533744367499374
Line.line_edge-000352,Line,0.006453675613767701,-2.950661586874048e-05
Line.line_edge-000353,Line,0.036604900817335875,-0.00015284395188064082
Line.line_edge-000354,Line,7.865814914839575e-05,-0.0027613795916549863
Line.line_edge-000355,Line,0.00044544299469998806,-0.01562853078918988
Line.line_edge-000356,Line,0.0001236510080001878,-0.005940026641177041
Line.line_edge-000357,Line,0.0007023451643805975,-0.03365772832933121
Line.line_edge-000358,Line,0.0013694262241879186,-0.0021930290295749727
Line.line_edge-000359,Line,0.0077617337999363375,-0.012420271382437932
Line.line_edge-000360,Line,5.637156856338699e-06,-0.00624916361126525
Line.line_edge-000361,Line,3.207563731558761e-05,-0.035411416244102906
Line.line_edge-000362,Line,3.3431836727121575e-05,-0.006391433762286212
Line.line_edge-000363,Line,0.00018991645339955655,-0.036190500163961685
Line.line_edge-000364,Line,3.0603930460526564e-05,-0.006572374956838715
Line.line_edge-000365,Line,0.00017358886943657126,-0.037204643317083085
Line.line_edge-000366,Line,22.453719821535756,59.5851534318435
Line.line_edge-000368,Line,1.3882243623155462e-06,-0.0013713298795898308
Line.line_edge-000370,Line,3.166282699970803e-06,-0.0011450976524049947
Line.line_edge-000374,Line,1.3482698882398837e-06,-0.0027759119303038915
Line.line_edge-000376,Line,0.00016286823235148477,-0.003699041356598532
Line.line_edge-000378,Line,4.484054114072933e-06,-0.002293308805061315
Line.line_edge-000380,Line,0.00014820529543430893,-0.004856888146158781
Line.line_edge-000381,Line,0.0014790402363851131,-0.001043923642718525
Line.line_edge-000382,Line,0.008381436940055227,-0.005914896067450144
Line.line_edge-000383,Line,1.278406473827945e-05,-0.002189297455021853
Line.line_edge-000384,Line,7.272418300834461e-05,-0.012452817730830337
Line.line_edge-000385,Line,0.00040146238114711295,-0.001044863044069845
Line.line_edge-000386,Line,0.0022751535236853306,-0.00592046550149042
Line.line_edge-000387,Line,1.3336961557713357e-06,-0.002783030654040579
Line.line_edge-000388,Line,7.570792985911037e-06,-0.015770451723863828
Line.line_edge-000389,Line,9.905876602287434e-05,-0.001563203267083032
Line.line_edge-000390,Line,0.0005614150232723521,-0.008857841829983799
Line.line_edge-000392,Line,8.874807994288859e-06,-0.005063186132506246
Line.line_edge-000394,Line,0.0002594503189884563,-0.005330667584787989
Line.line_edge-000395,Line,0.000569211283884215,-0.0017159384350007416
Line.line_edge-000396,Line,0.0032190634525066436,-0.009701674028722204
Line.line_edge-000397,Line,0.00537425552481308,-0.00026533578620040557
